name,cname
Hadrian's Wall and vallum in wall mile 10 from Dene House to Throckley Bank Top,United Kingdom
"Hadrian's Wall and vallum in wall mile 66, Stanwix Bank to Stainton",United Kingdom
"Hadrian's Wall and vallum in wall mile 7, Denton section of Hadrian's Wall, Denton Turret and Hadrian's Wall at West Denton",United Kingdom
"Hadrian's Wall and vallum in wall mile 7, Scotswood section from Denton Road to Denton Dene",United Kingdom
"Hadrian's Wall and vallum in wall mile 7, Scotswood section of vallum 75m long at Denton Dene",United Kingdom
Hadrian's Wall and vallum in wall mile 8 from Denton to Blucher,United Kingdom
"Hadrian's Wall and vallum in wall mile 9, Blucher to Dene House",United Kingdom
"Hadrian's Wall between Apple Garth, Westfield, and the dismantled railway in wall mile 77",United Kingdom
Hadrian's Wall between Eden Vale house and the Cam Beck in wall mile 56,United Kingdom
Hadrian's Wall between Fulwood House at Burgh by Sands and Burgh Marsh in wall miles 72 and 73,United Kingdom
"Hadrian's Wall between Grinsdale and the field boundary south of the site of St Andrew's Church, Kirkandrews on Eden in wall miles 68 and 69",United Kingdom
Hadrian's Wall between Houghton Road and Tarraby in wall mile 64,United Kingdom
Hadrian's Wall between Port Carlisle and Bowness-on-Solway in wall miles 78 & 79,United Kingdom
"Hadrian's Wall between Tarraby and Beech Grove, Knowefield in wall miles 64 and 65",United Kingdom
Hadrian's Wall between Walltown Quarry East and Walltown Quarry West in wall mile 45,United Kingdom
Hadrian's Wall between the Cam Beck and Newtown Farm in wall miles 56 and 57,United Kingdom
Hadrian's Wall between the M6 motorway and the property boundaries to the east of Houghton Road in wall mile 64,United Kingdom
Hadrian's Wall between the dismantled railway and the access road to Glendale caravan park in wall mile 77,United Kingdom
Hadrian's Wall between the east end of Davidson's Banks & road to Grinsdale & vallum between Davidson's Banks & dismantled railway in wall miles 67 &,United Kingdom
Hadrian's Wall between the field boundary to the south of the site of St Andrew's Church and Eden Bank at Beaumont in wall miles 69 and 70,United Kingdom
"Hadrian's Wall between the road to Garthside and The Centurion Inn, Walton, in wall miles 54 and 55",United Kingdom
Hadrian's Wall between the road to Laversdale at Oldwall and Baron's Dike in wall miles 59 and 60,United Kingdom
"Hadrian's Wall between the track to Cockmount Hill and Walltown Quarry East in wall miles 43, 44 and 45",United Kingdom
"Hadrian's Wall from Oatens Bank, Harlow Hill, to Whittle Dene Watercourse in wall mile 16",United Kingdom
"Hadrian's Wall in wall mile 0, Wallsend Roman fort, Segedunum",United Kingdom
"Hadrian's Wall in wall mile 0, section between Eastfield Avenue and Tumulus Avenue",United Kingdom
"Hadrian's Wall in wall mile 0, two sections of Hadrian's Wall between Sharpe Road and The Avenue",United Kingdom
"Hadrian's Wall in wall mile 1, three sections between Stotts Road and Vauxhall Road",United Kingdom
"Hadrian's Wall in wall mile 2, Byker section of Hadrian's Wall and presumed site of milecastle 3 at Shields Road West",United Kingdom
"Hadrian's Wall in wall mile 2, Walker section of Hadrian's Wall 171m long across Millers Dene playing field",United Kingdom
"Hadrian's Wall in wall mile 2, Walker section of Hadrian's Wall near the junction of Fossway and Shields Road",United Kingdom
"Hadrian's Wall in wall mile 2, Walker section of Hadrian's Wall under the forecourt of the Fosse public house",United Kingdom
"Hadrian's Wall in wall mile 4, sections of wall between Crawhall Road and Jubilee Road",United Kingdom
"Hadrian's Wall in wall mile 5, sections of wall in playing field of Rutherford School",United Kingdom
"Hadrian's Wall in wall mile 6, Condercum Roman fort, Benwell",United Kingdom
"Hadrian's Wall in wall mile 7, Benwell length of vallum of Hadrian's Wall in the grounds of Benwell Hill Cricket Club",United Kingdom
"Hadrian's Wall in wall mile 7, Scotswood section of Hadrian's Wall in garden of West Road Methodist Chapel",United Kingdom
"Hadrian's Wall in wall mile 7, Scotswood section of Hadrian's Wall in the grounds of Benwell Hill Cricket Club",United Kingdom
"Hadrian's Wall north of Kirkland House, Port Carlisle in wall mile 78",United Kingdom
Hadrian's Wall vallum between Drawdykes Castle and Whiteclosegate in wall mile 64,United Kingdom
Hadrian's Wall vallum between Mill Beck and the field boundary east of Kirkandrews Farm in wall mile 69,United Kingdom
"Hadrian's Wall vallum between West End, Burgh By Sands and the track to Dykesfield in wall miles 72 and 73",United Kingdom
"Hadrian's Wall vallum between east side of road at Burgh Head, & boundary south of Ash Tree Square, Burgh-by-Sands in wall miles 71 & 72",United Kingdom
Hadrian's Wall vallum between the M6 motorway and Drawdykes Castle in wall mile 64,United Kingdom
Hadrian's Wall vallum between the boundaries north of the properties on Whiteclosegate and the field boundary west of Wall Knowe in wall miles 64 and 65,United Kingdom
Hadrian's Wall vallum between the dismantled railway north of Knockupworth Cottage and the dismantled railway south of Boomby Gill in wall mile 67,United Kingdom
Hadrian's Wall vallum between the dismantled railway south of Boomby Gill and the field boundary south east of Mill Beck in wall mile 68,United Kingdom
Hadrian's Wall vallum between the dismantled railway west of Kirkandrews Farm & the dismantled railway south east of Burgh by Sands in wall miles 70 &,United Kingdom
Hadrian's Wall vallum between the track south of Kirkland House and Bowness-on-Solway in wall miles 78 & 79,United Kingdom
Hadrian's Wall vallum between the watercourse 400m south east of Glasson and the access road to Glendale caravan park in wall miles 76 and 77,United Kingdom
"Hadrian's Wall vallum in wall mile 6, Benwell length of vallum of Hadrian's Wall in grounds of St Cuthbert's School",United Kingdom
"Hadrian's Wall, associated features & a Romano-British settlement between the road to Steel Rigg car park & the road through Caw Gap in wall miles 39",United Kingdom
"Hadrian's Wall, vallum, section of the Stanegate Roman road and a Roman temporary camp between the B6318 road and Poltross Burn in wall miles 46 and 4",United Kingdom
Hainault tube station,United Kingdom
Halesworth and District Museum,United Kingdom
Hall Ith Wood Museum,United Kingdom
Hallaton Museum,United Kingdom
Halliwells House Museum,United Kingdom
"Haltonchesters Roman fort, settlement & Hadrian's Wall & vallum between the field boundary east of Haltonchesters fort & the Fence Burn in wall mile 2",United Kingdom
"Haltwhistle Burn 1 Roman temporary camp, fortlet and section of the Stanegate",United Kingdom
Haltwhistle Burn 4 Roman temporary camp,United Kingdom
Haltwhistle Burn Roman temporary camps 2 and 3 and area of cord rig cultivation,United Kingdom
Hamilton House Toy Museum,United Kingdom
Hamilton Low Parks Museum,United Kingdom
Hammersmith & City line,United Kingdom
Hammersmith Bridge,United Kingdom
Hammersmith tube station,United Kingdom
Hampden Park,United Kingdom
Hampstead tube station,United Kingdom
Hampton Court Bridge,United Kingdom
Hampton Court Palace,United Kingdom
Hampton by Hilton Belfast City Centre,United Kingdom
Hampton by Hilton Birmingham Jewellery Quarter,United Kingdom
Hampton by Hilton Bournemouth,United Kingdom
Hampton by Hilton Bristol City Centre,United Kingdom
Hampton by Hilton Dundee City Centre,United Kingdom
Hampton by Hilton Exeter Airport,United Kingdom
Hampton by Hilton Glasgow Central,United Kingdom
Hampton by Hilton Leeds City Centre,United Kingdom
Hampton by Hilton Liverpool City Centre,United Kingdom
Hampton by Hilton Liverpool/John Lennon Airport,United Kingdom
Hampton by Hilton London Gatwick Airport,United Kingdom
Hampton by Hilton London Luton Airport,United Kingdom
Hampton by Hilton Newcastle,United Kingdom
Hands on History Museum,United Kingdom
Handsworth St Marys Museum,United Kingdom
Hanger Lane tube station,United Kingdom
Hanging Bridge,United Kingdom
Harbour Commissioners Lighthouse Museum,United Kingdom
Harbour Museum,United Kingdom
Harecastle Tunnel,United Kingdom
Harlech Castle,United Kingdom
Harlesden station,United Kingdom
Harleston Museum,United Kingdom
Harlow Carr Museum of Gardening,United Kingdom
Harltand Quay Museum,United Kingdom
Harlyn Bay Museum Of Prehistoric Discoveries & Ancient Burial Ground,United Kingdom
Harrow & Wealdstone station,United Kingdom
Harrow-on-the-Hill station,United Kingdom
Hart's Weir Footbridge,United Kingdom
Hartlepool railway station,United Kingdom
Harveys Sherry Museum,United Kingdom
Harwich Lifeboat Museum,United Kingdom
Harwich Museum,United Kingdom
Hastings Old Town Hall Museum,United Kingdom
Hat Works,United Kingdom
Hatton Cross tube station,United Kingdom
Haulfre Stables,United Kingdom
Havant Museum,United Kingdom
Haverfordwest transmitting station,United Kingdom
Haverhill and District Local History Centre,United Kingdom
"Hawick, 1 Tower Dykeside",United Kingdom
"Hawick, 3, 4 Tower Dykeside",United Kingdom
Hawkshead Grammar School Museum,United Kingdom
Haxted Watermill Museum,United Kingdom
Hay Farm Heavy Horse Centre,United Kingdom
Hayle Harbour,United Kingdom
Hayle Heritage Centre,United Kingdom
Haymarket,United Kingdom
Haywain Farm Museum,United Kingdom
Headhunters Barber Shop & Railway Museum,United Kingdom
Headland Museum,United Kingdom
Health Exhibition Centre,United Kingdom
Heart of Neolithic Orkney,United Kingdom
Heath Robinson Museum,United Kingdom
Heatherbank Museum of Social Work,United Kingdom
Heathrow Airport,United Kingdom
Heathrow Terminal 1,United Kingdom
Heathrow Terminal 2,United Kingdom
Heathrow Terminal 3,United Kingdom
Heathrow Terminal 4,United Kingdom
Heathrow Terminal 4 railway station,United Kingdom
Heathrow Terminal 4 tube station,United Kingdom
Heathrow Terminal 5 station,United Kingdom
Heathrow Terminals 2 & 3 tube station,United Kingdom
Heaton Park Tramway Museum,United Kingdom
Heaven Farm Museum,United Kingdom
Hedon Museum,United Kingdom
Helena Thompson Museum,United Kingdom
Helix Bridge,United Kingdom
Helmshore Mills Textile Museum (Higher Mill),United Kingdom
Helmshore Mills Textile Museum (Whitakers Mill),United Kingdom
Henderson Island,United Kingdom
Hendon Central tube station,United Kingdom
Henry Moore Studios and Gardens,United Kingdom
Henry VII Experience at Micklegate Bar,United Kingdom
Heptonstall Museum,United Kingdom
Heralds' Museum,United Kingdom
Herbert Art Gallery and Museum,United Kingdom
"Herd Hill (milefortlet 4) and associated parallel banks and ditches, part of the Roman frontier defences along the Cumbrian coast",United Kingdom
"Herd Hill North (tower 3b), 175m north east of the sheep wash, part of the Roman frontier defences along the Cumbrian coast",United Kingdom
Hereford Cathedral,United Kingdom
Herefordshire Waterworks Museum,United Kingdom
Heriot Watt University Museum,United Kingdom
Heritage Of Golf Museum,United Kingdom
Heron Quays,United Kingdom
Hertford Railway Museum,United Kingdom
Hertfordshire Fire Brigade Museum,United Kingdom
Hertfordshire Scout Museum,United Kingdom
Hibernian Football Club Museum,United Kingdom
High Level Bridge,United Kingdom
High Speed 1,United Kingdom
High Street Kensington tube station,United Kingdom
Highbury & Islington station,United Kingdom
Highcliffe Castle,United Kingdom
Highland Aviation Museum,United Kingdom
Highland Folk Museum,United Kingdom
Highland Museum of Childhood,United Kingdom
Hillhead subway station,United Kingdom
Hillingdon tube station,United Kingdom
Hillsborough Stadium,United Kingdom
Hilton Aberdeen TECA,United Kingdom
Hilton Belfast,United Kingdom
Hilton Birmingham Metropole,United Kingdom
Hilton Bournemouth,United Kingdom
Hilton Cambridge City Centre,United Kingdom
Hilton Coylumbridge,United Kingdom
Hilton Edinburgh Carlton,United Kingdom
Hilton Edinburgh Grosvenor,United Kingdom
Hilton Garden Inn Birmingham Brindleyplace,United Kingdom
Hilton Garden Inn Bristol City Centre,United Kingdom
Hilton Garden Inn Glasgow City Centre,United Kingdom
Hilton Garden Inn London Heathrow Airport,United Kingdom
Hilton Garden Inn London Heathrow Terminals 2 and 3,United Kingdom
Hilton Garden Inn Luton North,United Kingdom
Hilton Garden Inn Sunderland,United Kingdom
Hilton Glasgow,United Kingdom
Hilton Glasgow Grosvenor,United Kingdom
Hilton Leeds City,United Kingdom
Hilton Liverpool City Centre,United Kingdom
Hilton London Bankside,United Kingdom
Hilton London Croydon,United Kingdom
Hilton London Gatwick Airport,United Kingdom
Hilton London Heathrow Airport Terminal 5,United Kingdom
Hilton London Hyde Park,United Kingdom
Hilton London Kensington,United Kingdom
Hilton London Metropole,United Kingdom
Hilton London Syon Park,United Kingdom
Hilton London Watford,United Kingdom
Hilton Manchester Deansgate,United Kingdom
Hilton Newcastle Gateshead,United Kingdom
Hilton Nottingham,United Kingdom
"Hilton Puckrup Hall, Tewkesbury",United Kingdom
Hilton York,United Kingdom
"Hilton at St George's Park, Burton Upon Trent",United Kingdom
Hinckley And District Museum,United Kingdom
Hindhead Tunnel,United Kingdom
Hindley Museum,United Kingdom
Hirsel Homestead Museum & Craft Centre,United Kingdom
His Majesty's Theatre,United Kingdom
Historylinks Museum,United Kingdom
Holborn Viaduct,United Kingdom
Holborn tube station,United Kingdom
Holland Park tube station,United Kingdom
Holloway Road tube station,United Kingdom
Holmfirth Postcard Museum,United Kingdom
Holst Birthplace Museum,United Kingdom
Holt Fleet Bridge,United Kingdom
Holyrood Palace,United Kingdom
Home Front Museum,United Kingdom
Honeywood Museum,United Kingdom
Honourable Artillery Company Museum,United Kingdom
Hook Norton Brewery,United Kingdom
Hopewell Colliery - Museum And Working Mine,United Kingdom
Hornchurch tube station,United Kingdom
Horniman Museum,United Kingdom
HorsePower: The Museum of the King's Royal Hussars,United Kingdom
Horsforth Museum,United Kingdom
Hounslow Central tube station,United Kingdom
Hounslow East tube station,United Kingdom
Hounslow West tube station,United Kingdom
House On Crutches Museum,United Kingdom
House On The Hill Toy Museum,United Kingdom
House of Hardy Fishing Tackle Museum,United Kingdom
House of Marbles,United Kingdom
Housesteads Museum,United Kingdom
Housesteads Roman Fort,United Kingdom
"Housesteads fort, section of Wall & vallum between the field boundary west of milecastle 36 & the field boundary west of turret 37a in wall miles 36 &",United Kingdom
How We Lived Then Museum of Shops,United Kingdom
Howell Harris Museum,United Kingdom
Hownsgill Viaduct,United Kingdom
Hoylake Lifeboat Museum,United Kingdom
Huckford Viaduct,United Kingdom
Huddersfield Narrow Canal Pylon,United Kingdom
Hugh Miller Museum & Birthplace Cottage,United Kingdom
Huguenot Museum,United Kingdom
Hull Maritime Museum,United Kingdom
Hull Minster,United Kingdom
Hull New Theatre,United Kingdom
Hull Paragon Interchange,United Kingdom
Hull and East Riding Museum,United Kingdom
Hulme Arch Bridge,United Kingdom
Humber Bridge,United Kingdom
Hungate Medieval Art,United Kingdom
Hungerford Bridge and Golden Jubilee Bridges,United Kingdom
Hunter Bridge,United Kingdom
Hunterian Museum,United Kingdom
Hyatt Regency Birmingham,United Kingdom
Hyde Park Corner tube station,United Kingdom
Hythe Bridge Street,United Kingdom
Hythe Museum,United Kingdom
Hythe Pier,United Kingdom
Ibis Leeds Centre,United Kingdom
Ibrahim-al-Ibrahim Mosque,United Kingdom
Ibrox Stadium,United Kingdom
Iceni Village,United Kingdom
Ickenham tube station,United Kingdom
Iffley Lock,United Kingdom
Imperial War Museum Duxford,United Kingdom
Imperial War Museum North,United Kingdom
Imperial War Museum stamp collection,United Kingdom
Inaccessible Island,United Kingdom
India Museum,United Kingdom
Industrial Health and Safety Centre,United Kingdom
Infinity Bridge,United Kingdom
Infirmary Bridge,United Kingdom
Ingrow Loco Museum,United Kingdom
Innerleithen Museum,United Kingdom
Insch Connection Museum,United Kingdom
Internal Fire – Museum of Power,United Kingdom
International Slavery Museum,United Kingdom
Inver Museum,United Kingdom
Inveraray Castle,United Kingdom
Inveraray Jail,United Kingdom
Inveraray Maritime Museum,United Kingdom
Invercauld Bridge,United Kingdom
Inverness Cathedral,United Kingdom
Inverness Museum and Art Gallery,United Kingdom
Iona Abbey Museum,United Kingdom
Iona Heritage Centre,United Kingdom
Ionad Naomh Moluag,United Kingdom
Irish Football Association Education and Heritage Centre,United Kingdom
Irish Linen Centre And Lisburn Museum,United Kingdom
Irish Republican History Museum,United Kingdom
Ironbridge Gorge,United Kingdom
Ironbridge Museum of Steel Sculpture,United Kingdom
Isis Bridge,United Kingdom
Island Turf Craft & Bog Museum,United Kingdom
Isle Martin Micro Museum,United Kingdom
Isle Of Skye Ecomuseum,United Kingdom
Isle of Wight Glass Museum,United Kingdom
Islington Town Hall,United Kingdom
Islington Tunnel,United Kingdom
J M Barries Birthplace Museum,United Kingdom
Jack the Ripper Museum,United Kingdom
Jackfield Free Bridge,United Kingdom
Jackfield Tile Museum,United Kingdom
Jain Museum,United Kingdom
James Guthrie Orchar Art Gallery,United Kingdom
Jarrow Hall,United Kingdom
Jedburgh Abbey,United Kingdom
Jedburgh Abbey Museum,United Kingdom
Jedburgh Castle,United Kingdom
Jerome K Jerome Birthplace Museum,United Kingdom
Jesmond,United Kingdom
Jesus Lock,United Kingdom
Jewel Tower,United Kingdom
Jewish Museum - Finchley,United Kingdom
Jewry Wall Museum,United Kingdom
Jim Clark Motorsport Museum,United Kingdom
Jodrell Bank Observatory,United Kingdom
John Bunyan Museum,United Kingdom
John Creasey Museum,United Kingdom
John Dony Field Centre,United Kingdom
John Gray Centre Museum,United Kingdom
"John Hastie Museum, 8 Threestanes Road, Strathaven",United Kingdom
John Jarrold Printing Museum,United Kingdom
John King Workshop Museum,United Kingdom
John Knox House Museum,United Kingdom
John Moore Museum,United Kingdom
John Paul Jones Cottage Museum,United Kingdom
Johnstone Community Museum,United Kingdom
Jorvik Viking Centre,United Kingdom
Joseph Chamberlain Memorial Museum,United Kingdom
Joseph Parry's Cottage Museum,United Kingdom
Jubilee Bridge,United Kingdom
Jubilee Tower,United Kingdom
Jubilee line,United Kingdom
Jurassic Coast,United Kingdom
Jurys Inn Leeds,United Kingdom
Kawasaki Museum,United Kingdom
Kegworth Museum,United Kingdom
Keighley Bus Museum,United Kingdom
Keighley Police Museum,United Kingdom
Keighley Private Classic Car Museum,United Kingdom
Keightley Way,United Kingdom
Kelham Island Museum,United Kingdom
Kelso Bridge,United Kingdom
Kelso Museum And Turret Gallery,United Kingdom
Kelvin Hall,United Kingdom
Kempton Steam Museum,United Kingdom
Kenilworth Abbey Barn Museum,United Kingdom
Kennet & Avon Canal Museum,United Kingdom
Kennington Railway Bridge,United Kingdom
Kennington tube station,United Kingdom
Kensal Green station,United Kingdom
Kensington (Olympia) station,United Kingdom
Kent Fire Brigade Museum,United Kingdom
Kent Firefighting Museum,United Kingdom
Kent Messenger Millennium Bridge,United Kingdom
Kent Museum of the Moving Image,United Kingdom
Kentish Town station,United Kingdom
Kenwith Castle,United Kingdom
Kenwood House,United Kingdom
Keswick Mining Museum,United Kingdom
Kew Bridge,United Kingdom
Kew Bridge Steam Museum,United Kingdom
Kew Gardens,United Kingdom
Kew Gardens station,United Kingdom
Kew Railway Bridge,United Kingdom
Kidderminster Museum And Art Gallery,United Kingdom
Kidderminster Railway Museum,United Kingdom
Kidwelly Castle,United Kingdom
Kilburn Park tube station,United Kingdom
Kilmartin House,United Kingdom
Kilmaurs Historical Society Museum,United Kingdom
Kilsby Tunnel,United Kingdom
Kilwinning Heritage Centre,United Kingdom
King Edward Mine,United Kingdom
King Edward VII Bridge,United Kingdom
King George V,United Kingdom
King Johns House,United Kingdom
King's Cross St Pancras tube station,United Kingdom
King's Museum,United Kingdom
Kings Own Royal Regiment Museum,United Kingdom
Kings Own Scottish Borderers Regimental Museum,United Kingdom
Kings Own Yorkshire Light Infantry Museum,United Kingdom
Kingsbury Watermill Museum,United Kingdom
Kingsbury tube station,United Kingdom
Kingsferry Bridge,United Kingdom
Kingsgate Bridge,United Kingdom
Kingsland Bridge,United Kingdom
Kingston Bridge,United Kingdom
Kingston Railway Bridge,United Kingdom
Kingsway Tunnel,United Kingdom
Kingswood Heritage Museum,United Kingdom
Kington Museum,United Kingdom
Kinnaird Head Lighthouse,United Kingdom
Kinneil Museum And Roman Fortlet,United Kingdom
Kirbee Rural Crafts Museum,United Kingdom
Kirbuster Farm Museum,United Kingdom
Kirk o'Shotts transmitting station,United Kingdom
Kirkaldy Testing Museum,United Kingdom
"Kirkbride Roman fort, part of associated vicus and length of Roman road around, 370m south east of Whitrigg Bridge",United Kingdom
Kirkcaldy Industrial Museum,United Kingdom
Kirkcaldy Museum and Art Gallery,United Kingdom
Kirklees Stadium,United Kingdom
Kirkstall Abbey,United Kingdom
Kirriemuir Gateway To The Glens Museum,United Kingdom
Kiyan Prince Foundation Stadium,United Kingdom
Knightsbridge tube station,United Kingdom
Knockcross Roman temporary camp at Grey Havens,United Kingdom
Kodak Museum,United Kingdom
Kurdish Museum Library and Archive,United Kingdom
Kylesku Bridge,United Kingdom
L.F. Wade International Airport,United Kingdom
Laban Centre,United Kingdom
Lace Guild Museum,United Kingdom
Lace Museum,United Kingdom
Lacock Abbey,United Kingdom
Ladbroke Grove tube station,United Kingdom
Lady Bay Bridge,United Kingdom
Ladycroft Agricultural Museum,United Kingdom
Laggan Dam,United Kingdom
Laidhay Croft Museum,United Kingdom
Laing Museum,United Kingdom
Lake District,United Kingdom
Lakeland Motor Museum,United Kingdom
Lambeth Bridge,United Kingdom
Lambeth North tube station,United Kingdom
Lambretta Scooter Museum,United Kingdom
Lamp of Lothian Collegiate Centre,United Kingdom
Lancashire County Cricket Club Museum,United Kingdom
Lancashire Titanic Museum,United Kingdom
Lancaster Maritime Museum,United Kingdom
Lancaster Police Museum,United Kingdom
"Land, Sea And Island Centre",United Kingdom
Landore viaduct,United Kingdom
Langton Matravers Museum,United Kingdom
Lanman Museum,United Kingdom
Lanreath Folk And Farm Museum,United Kingdom
Lanyon Place railway station,United Kingdom
Largs Museum,United Kingdom
Larne Museum and Arts Centre,United Kingdom
Last Invasion Gallery,United Kingdom
Latimer Road tube station,United Kingdom
Lauderdale Tower,United Kingdom
Launceston Rural Museum,United Kingdom
Laundry & Mangle Museum,United Kingdom
Laundry Museum,United Kingdom
Laurel And Hardy Museum,United Kingdom
Laxfield & District Museum,United Kingdom
Leach Pottery,United Kingdom
Leadenhall Market,United Kingdom
Leaderfoot Viaduct,United Kingdom
Ledbury Heritage Centre,United Kingdom
Leeds Bridge,United Kingdom
Leeds Castle,United Kingdom
Leeds Cathedral,United Kingdom
Leeds Discovery Centre,United Kingdom
Leeds Town Hall,United Kingdom
Leeds railway station,United Kingdom
Lees Hall Roman camp,United Kingdom
Leicester Cathedral,United Kingdom
Leicester Museum & Art Gallery,United Kingdom
Leicester Railway Museum,United Kingdom
Leicester Square tube station,United Kingdom
Leicester Town Hall,United Kingdom
Leicestershire County Cricket Club Museum,United Kingdom
Letocetum Roman Baths And Museum,United Kingdom
Levant Mine and Beam Engine,United Kingdom
Leverian collection,United Kingdom
Lewis Loom Centre,United Kingdom
Leyton tube station,United Kingdom
Leytonstone tube station,United Kingdom
Lichfield Cathedral,United Kingdom
Lichfield transmitting station,United Kingdom
Light Infantry Museum,United Kingdom
Lilliput Museum of Antique Dolls And Toys,United Kingdom
Limavady Museum,United Kingdom
Limavady Museum (Green Lane Museum),United Kingdom
Limehouse Link tunnel,United Kingdom
Limestone Corner Roman temporary camp,United Kingdom
Lincoln Cathedral,United Kingdom
Lindisfarne Castle,United Kingdom
Linlithgow Museum,United Kingdom
Linthouse Building,United Kingdom
Liskeard & District Museum,United Kingdom
Lisnagarvey transmitting station,United Kingdom
Litcham Village Museum,United Kingdom
Little Treasures Museum,United Kingdom
Little Treasures: Toy Museum & Shop,United Kingdom
Liverpool  Airport Hangar No. 2,United Kingdom
Liverpool Beatles Museum,United Kingdom
Liverpool John Lennon Airport,United Kingdom
Liverpool Lime Street,United Kingdom
Liverpool Maritime Mercantile City,United Kingdom
Liverpool Metropolitan Cathedral,United Kingdom
Liverpool Overhead Railway,United Kingdom
Liverpool Scottish Regimental Museum,United Kingdom
Liverpool Street station,United Kingdom
Liverpool Town Hall,United Kingdom
"Liverpool, London and Globe Building",United Kingdom
Lizard Lighthouse Heritage Centre,United Kingdom
Llancaiach Fawr Living History Museum,United Kingdom
Llandaff Cathedral,United Kingdom
Llandinam Bridge,United Kingdom
Llandrinio Bridge,United Kingdom
Llandudno Museum,United Kingdom
Llandudno Pier,United Kingdom
Llanerchaeron Museum,United Kingdom
Llangollen Motor Museum,United Kingdom
Llanidloes Museum,United Kingdom
Llanrwst Almshouses and Museum Trust,United Kingdom
Llanthony Swing Bridge,United Kingdom
Lloyd's building,United Kingdom
Llynnon Mill Museum,United Kingdom
Llywernog Silver-Lead Mine Museum,United Kingdom
Llŷn Maritime Museum,United Kingdom
Lochgoin Covenanters Museum,United Kingdom
Lochty Private Railway Museum,United Kingdom
Lochwinnoch Community Museum,United Kingdom
Locksmith's House,United Kingdom
Logierait Viaduct,United Kingdom
London Array,United Kingdom
London Borough of Bromley Museum,United Kingdom
London Bridge,United Kingdom
London Bridge station,United Kingdom
London Bridge tube station,United Kingdom
London Central Mosque,United Kingdom
London City Airport,United Kingdom
London Dungeon,United Kingdom
London Eye,United Kingdom
London Gas Museum,United Kingdom
London General Cab Company Museum,United Kingdom
London Hilton on Park Lane,United Kingdom
London King's Cross railway station,United Kingdom
London Luton Airport,United Kingdom
London Museum,United Kingdom
London Museum and Institute of Natural History,United Kingdom
London Paddington station,United Kingdom
London Planetarium,United Kingdom
London Scottish Regimental Museum,United Kingdom
London Sewing Machine Museum,United Kingdom
London Stadium,United Kingdom
London Stansted Airport,United Kingdom
London Toy & Model Museum,United Kingdom
London Transport Museum Depot,United Kingdom
London Underground,United Kingdom
London Velopark,United Kingdom
London Victoria station,United Kingdom
London and Birmingham Railway,United Kingdom
London cable car,United Kingdom
Long Bridge,United Kingdom
Long Buckby Museum,United Kingdom
Long Shop Museum,United Kingdom
Longdale Craft Centre And Museum,United Kingdom
Longdon-Upon-Tern aqueduct,United Kingdom
Longships Lighthouse,United Kingdom
Longshoremans Museum,United Kingdom
Longstone Heritage Centre,United Kingdom
Lord's Media Centre,United Kingdom
Lossiemouth Fisheries and Community Museum,United Kingdom
Lost Street Museum,United Kingdom
Lostwithiel Museum,United Kingdom
Lothlorien Emporium And Toy Museum,United Kingdom
Louis Tussauds House Of Wax Museum,United Kingdom
Louth Museum,United Kingdom
Lovell Telescope,United Kingdom
"Low Mire (milefortlet 20) 50m north of Heather Bank, part of the Roman frontier defences along the Cumbrian coast",United Kingdom
Lowestoft Maritime Museum,United Kingdom
Lowestoft Museum,United Kingdom
Ludlow Museum,United Kingdom
Lune Millennium Bridge,United Kingdom
Lurgan History Museum,United Kingdom
Lutterworth Museum,United Kingdom
Luxulyan Museum And Heritage Centre,United Kingdom
Lyceum Theatre,United Kingdom
Lydd Town Museum,United Kingdom
Lydney Park Museum,United Kingdom
Lyme Regis to West Bay,United Kingdom
Lymm Heritage Centre,United Kingdom
Lyne Viaduct,United Kingdom
Lytham Motive Power Museum,United Kingdom
Lytham Windmill Heritage Museum,United Kingdom
M Shed,United Kingdom
M&C Collection of Historic Motorcycles,United Kingdom
M25 motorway,United Kingdom
M4 motorway Usk bridge,United Kingdom
M6 motorway,United Kingdom
MKM Stadium,United Kingdom
Macclesfield Silk Museum,United Kingdom
Maccrimmon Piping Heritage Centre,United Kingdom
Macgillivray Centre,United Kingdom
Maclaurin Art Gallery,United Kingdom
Madejski Stadium,United Kingdom
Maes Howe,United Kingdom
Maesllyn Woolen Mill & Museum,United Kingdom
Magdalen Bridge,United Kingdom
Magdalen College Museum,United Kingdom
Maggie's Dundee,United Kingdom
Magic Circle Museum At The Centre For The Magic Arts,United Kingdom
Magnificent Music Machines,United Kingdom
Maida Vale tube station,United Kingdom
Maiden Castle bridge,United Kingdom
"Maiden Way Roman road from B6318 to 450m SW of High House, Gillalees Beacon signal station and Beacon Pasture early post-medieval dispersed settlement",United Kingdom
Maidenhead Bridge,United Kingdom
Maidenhead Railway Bridge,United Kingdom
Maldon & District Agricultural & Domestic Museum,United Kingdom
Mallaig Heritage Centre,United Kingdom
Malvern Museum of Local History,United Kingdom
Manchester Airport,United Kingdom
Manchester Arndale,United Kingdom
Manchester Central Library,United Kingdom
Manchester Civil Justice Centre,United Kingdom
Manchester Jewish Museum,United Kingdom
Manchester Masonic Museum,United Kingdom
Manchester Ship Canal,United Kingdom
Manchester Town Hall,United Kingdom
Manor Bridge,United Kingdom
"Manor House Museum, Kettering",United Kingdom
Manor House tube station,United Kingdom
Manors,United Kingdom
Mansion House tube station,United Kingdom
Mappa Mundi and Chained Library Exhibition,United Kingdom
